Gender,Age Group,Educational Degree Level,Major,Most Active Platform,Account Type,Type of Content,Number of Posts Created,Avg Time Spent on Platform (min/day),Number of Likes Given,Number of Likes Received,Number of Comments Made,Number of Comments Received,Number of Shares,Number of Followers,Number of Accounts Followed,Engagement Rate (%),Income in USD,Number of Views,Amount Invested in Advertising (USD)
Other,39-45,None,Business,Facebook,Non-Profit,Art-Drawing,99,142.558729884344,212,250,52,57,22,1351.223527769202,376.16393736388153,73.41621020363812,23857.8589420516,5034,1231.1729346077295
Female,51+,PhD,Science,TikTok,Personal,Animation,107,95.57184461599891,184,259,45,52,29,1722.085254402097,259.43083663436425,13.111723586688129,30887.75749947437,4945,2300.285816417426
Other,51+,PhD,Business,Other,Personal,Travel,108,160.27381785872774,202,289,40,55,30,1826.000634403881,201.33260264100448,22.828506211940347,25270.92676288665,5126,1838.9806477435163
Male,20-26,High School,Engineering,LinkedIn,Business,Educational,105,141.0662283545387,182,290,54,51,27,2035.0098823919243,276.39646045383364,12.006991088802954,8297.548983572498,4980,1042.544562006058
Male,51+,PhD,Engineering,Other,Influencer,Handmade Craft,107,141.76301374706674,190,214,55,70,29,1134.4715544906935,236.8729615500176,24.73381570513945,28318.470558884823,5019,2131.8649378307464
Female,46-51,High School,Engineering,Twitter,Business,Travel,105,116.84841370722548,192,264,52,64,25,1033.8286839740126,464.6974382629235,79.81759384617949,69549.93167203896,4988,2306.350468313484
Female,34-38,MD,Other,Instagram,Other,Singing,105,77.62144485201921,197,235,35,59,32,990.1094993902791,268.4749636877149,13.254410512507576,14561.239453155109,4959,3527.7390566660933
Female,<12,None,Engineering,Other,Personal,Animation,118,146.5180410036231,200,257,38,62,42,1401.4700253249066,208.22619183544123,99.4165632293534,2177.3257791708893,4948,1418.8402346847622
Male,46-51,MD,Arts,Twitter,Non-Profit,Handmade Craft,80,78.6131599529235,196,265,53,55,28,1607.1096545716368,464.5106955518394,32.70977760977919,51359.150711460126,5077,1612.3236588541786
Other,34-38,PhD,Arts,Twitter,Personal,Singing,90,146.87917980673637,197,255,41,55,34,1684.9786925931026,372.5037325992363,92.19681255083289,36729.80357177413,4937,708.8004668289659
Male,39-45,MD,Other,Instagram,Non-Profit,Other,104,96.8361834950333,201,237,50,62,25,792.8114371920561,310.6307162213324,19.003307983554663,34469.10706748413,5008,1552.4838195230434
Other,51+,MD,Social Sciences,YouTube,Other,Art-Drawing,99,72.38854037908189,207,256,43,63,42,1023.3180415360026,220.3726971205664,18.789751994440174,24621.34960357971,4972,939.6101826152119
Male,39-45,MD,Science,YouTube,Other,Singing,96,120.02999111140592,207,274,47,61,30,1148.722529097441,376.653767874596,56.53356830430738,33393.79410224175,4973,3104.043936048547
Other,51+,PhD,Business,Facebook,Personal,Handmade Craft,114,155.4840165161522,226,250,43,56,27,2378.8017460223646,153.65842696298338,5.060008490467793,30776.513844375004,4899,2514.1960582218653
Male,<12,MD,Business,Facebook,Non-Profit,Handmade Craft,114,91.0318875474394,206,246,47,61,34,1309.4519286342468,369.32723798411257,80.10028976355929,49661.50001653166,4922,923.2521358801855
Female,13-19,High School,Other,YouTube,Other,Other,95,167.9710387318448,212,236,47,60,23,761.6327819059394,325.0123062905939,43.961525066805386,43754.28112588231,4994,1022.9220647151539
Male,<12,PhD,Arts,LinkedIn,Business,Art-Drawing,100,139.70221631492024,176,229,33,66,29,1690.743495079922,399.0059933812446,69.91964733528545,39033.58717699371,5023,1447.8419894506287
Other,27-33,MD,Business,TikTok,Business,Singing,86,124.7027856709763,206,245,49,63,27,1445.6896670242143,63.95525002444691,17.463220349601936,19759.215756450456,5001,3298.288803426287
Male,46-51,PhD,Arts,Twitter,Non-Profit,Singing,92,106.93127231282662,206,220,48,61,32,912.545399405684,207.93837056286458,64.23573507861904,33434.39446171645,5024,1389.803310328229
Male,20-26,Bachelor,Social Sciences,TikTok,Personal,Art-Drawing,96,109.02307944615569,194,238,60,65,31,1263.1760679891693,200.02719278022664,59.40706543516936,20768.78628585359,5026,1824.757863555135
Male,13-19,High School,Science,Twitter,Other,Singing,92,132.9050168625267,190,277,58,48,30,1329.3093819265457,188.20706178645804,75.56612519179437,48427.01263553264,5049,3533.244551282104
Female,<12,MD,Social Sciences,YouTube,Personal,Travel,85,145.38122575557185,215,257,42,58,17,1438.434490099964,342.5017318113551,29.74012926509706,19275.263127995553,5073,2415.3721629144643
Male,34-38,Bachelor,Other,Facebook,Business,Art-Drawing,104,102.19511347043735,185,258,50,49,25,1964.9854968639581,270.47081898926245,93.31655749715092,27982.339755910172,4904,552.098690391731
Female,13-19,Bachelor,Engineering,LinkedIn,Other,Animation,117,95.80460018145696,201,254,51,55,25,1780.2624251010602,212.86723237041838,96.1301069395732,13698.594827987059,5048,168.89659657488664
Female,46-51,PhD,Engineering,Facebook,Personal,Handmade Craft,124,113.58519544734399,189,243,52,53,25,1562.5164358147476,189.69532097453538,86.81236112213547,22527.973527247486,5158,2094.1396455572917
Male,51+,Bachelor,Engineering,TikTok,Influencer,Animation,101,161.80886027572035,196,266,47,48,29,1993.054353540625,203.88285551323509,57.20337661605418,22358.554115199608,5047,4301.324409367848
Male,13-19,High School,Social Sciences,Facebook,Non-Profit,Travel,99,83.49334978990598,222,220,57,55,29,1295.0967226990388,386.57851120123763,42.02882706613506,27709.211444125853,5042,3355.7424322471543
Male,51+,High School,Business,YouTube,Non-Profit,Other,109,154.27432934228315,197,238,54,46,27,1137.4346662812998,293.33079794948355,5.799241856995485,16505.56907346736,4977,2376.720214077156
Other,46-51,None,Science,LinkedIn,Influencer,Travel,114,121.26839494779398,178,256,51,47,38,1654.3694736847635,383.13713376953484,94.72278014609896,48234.4303867362,4979,2785.1313157450713
Male,<12,High School,Engineering,TikTok,Business,Educational,85,70.41782570524157,206,242,54,61,24,1615.7701303441281,566.4673659972791,95.17813436983668,27194.025499913012,4899,2860.5077043339793
Female,46-51,Bachelor,Other,LinkedIn,Other,Educational,101,106.15102795302954,211,270,57,55,27,762.0463339436749,298.2140220190441,1.8688454979683855,21995.710160198647,4910,364.44626827391085
Male,13-19,High School,Other,Twitter,Non-Profit,Educational,96,138.2900421882082,209,242,48,64,35,2246.6171814142444,158.29752639060376,35.68875466407201,41545.30115343019,5045,2207.685848817077
Other,34-38,PhD,Engineering,Facebook,Influencer,Art-Drawing,110,174.05441835122284,227,214,51,58,24,990.6260996929111,286.29705845344745,88.00363682582618,62435.984845352315,5043,3313.330884736819
Male,39-45,None,Engineering,LinkedIn,Influencer,Singing,77,80.17881829855297,182,228,55,49,34,1764.7359940446977,487.9090760245002,8.08520330396183,23936.461086355353,5024,4091.3690562169822
Other,13-19,Bachelor,Science,Instagram,Business,Travel,124,35.42470571834227,199,228,44,56,32,1776.3808386772062,408.6742622509482,19.65663767102074,26322.687238159095,4958,2505.8186806913836
Other,46-51,None,Engineering,Facebook,Business,Animation,96,80.7134155362619,197,259,47,57,26,0.0,235.3966779847333,97.86773168195909,18925.596755418243,5050,641.198714508977
Male,39-45,Bachelor,Science,Twitter,Personal,Other,100,153.91246523599517,189,269,44,71,28,1613.609451213617,269.59636074607647,84.72888121203485,39930.426533943246,4883,2571.1772570159096
Female,46-51,PhD,Other,LinkedIn,Non-Profit,Animation,100,66.1877487879474,207,260,46,65,26,2318.7072596828557,377.50141057814983,91.20634940837637,44330.57408268994,4942,2554.733190654285
Other,34-38,None,Engineering,TikTok,Personal,Animation,132,164.9176167263816,176,237,65,61,28,1144.9358895823532,347.95657239637626,14.21544186553172,29304.32959569445,5013,2869.1568961944913
Male,46-51,MD,Social Sciences,Twitter,Influencer,Animation,96,156.4442684328576,219,262,55,54,24,551.0639220309235,378.5675383751488,21.131595896684495,23424.492635835413,4875,2406.335501402586
Male,<12,Bachelor,Social Sciences,Instagram,Other,Other,97,125.73108726188273,190,240,46,68,29,1441.4073843722974,276.0957256618176,60.5416584351749,38009.403323384846,5042,3860.2269954595604
Female,20-26,MD,Other,LinkedIn,Other,Educational,91,101.20904068958916,209,231,35,75,31,1733.0256244352731,338.85989504250176,50.173822100269916,41095.050495942334,4964,2190.18654344586
Other,51+,None,Science,Other,Business,Animation,107,121.65781877451428,203,251,68,51,36,1456.3831789197814,269.4739005648434,29.85033905470489,53310.63700302872,5018,2059.3580100903164
Other,51+,MD,Social Sciences,Other,Other,Other,97,138.33262056420307,194,254,58,62,31,1024.834854995478,439.3431528891155,88.38462997372464,21262.00167707621,5029,1737.797458535809
Male,13-19,MD,Science,YouTube,Other,Other,90,133.75429394175896,189,235,36,55,28,984.8567987069945,147.37053502963622,90.1388615535573,42785.03524611397,4977,2097.425115006667
Male,20-26,None,Social Sciences,Facebook,Other,Singing,84,172.18978119810316,204,256,59,64,32,688.9172153959437,147.6788830862348,29.168401014661114,31586.729784758496,4811,2279.487385329067
Female,46-51,PhD,Social Sciences,TikTok,Influencer,Other,115,112.1969265052051,168,237,42,67,37,562.52380056291,228.53514835846298,15.575314059193978,3985.8039887877057,4896,2122.343217486415
Female,34-38,MD,Science,YouTube,Other,Educational,95,80.97471079131006,213,268,64,63,30,1328.4732361001768,232.16309299112908,14.909242077031347,52833.069481827144,5022,2782.6540513736586
Other,13-19,MD,Business,LinkedIn,Other,Animation,97,75.68157878603625,213,255,55,63,26,1712.0156840665202,147.34641533552525,48.44251953919391,34462.205154407486,5048,0.0
Other,46-51,PhD,Social Sciences,Other,Other,Other,117,69.68126195822549,215,254,47,62,34,1579.5803975417218,129.3451407441415,13.291849540135292,39102.06087633963,5059,1863.8669957715776
Male,39-45,MD,Engineering,Other,Personal,Art-Drawing,99,125.88836767606817,213,264,48,69,30,1625.4454582941835,406.85019867776276,47.33402220952253,44194.762748440786,5101,2517.5994814165256
Other,27-33,MD,Other,Other,Influencer,Other,90,112.96893897832629,176,248,52,57,28,1815.9140588848554,283.29986196448476,46.19340728598574,38940.84313569156,4979,2281.779208236422
Female,46-51,MD,Business,LinkedIn,Business,Handmade Craft,115,120.97963808682815,222,261,54,54,29,2154.1129900961387,275.73309250961546,88.41102132056571,15495.111452177935,4980,726.1420189458195
Female,20-26,High School,Science,Other,Personal,Handmade Craft,113,103.8882137758145,210,246,49,70,28,1513.8205894207963,305.6296695773005,29.6210439800037,40120.1811125051,4963,2530.2377104492557
Male,13-19,PhD,Business,Twitter,Non-Profit,Handmade Craft,105,86.69499423831968,199,221,53,68,30,1672.3707961878686,459.8149104031678,56.06524586409775,37449.45838050224,4951,2049.422632933701
Female,20-26,MD,Arts,LinkedIn,Influencer,Other,99,138.43007653882358,183,236,53,42,25,1675.6993177836466,311.6301335054467,74.34998642840964,4952.392123611084,4985,2764.4330250807125
Female,13-19,PhD,Arts,TikTok,Influencer,Educational,104,46.10808300461245,194,251,44,71,39,1573.6547024899025,288.8759789060175,59.591479504990645,54990.558703463226,4990,2576.376694501968
Female,46-51,Bachelor,Social Sciences,YouTube,Non-Profit,Animation,112,95.95213296738791,210,268,46,52,24,1509.6169647506995,236.24083997708178,95.40678449801369,24340.13226194732,4990,2324.6340374811807
Female,<12,Bachelor,Social Sciences,TikTok,Non-Profit,Travel,110,143.59470479905173,193,246,53,59,25,1550.1567606817139,359.8963047921029,60.227748049977,44933.51420420002,4916,2003.5420523019902
Male,39-45,MD,Engineering,Instagram,Non-Profit,Travel,80,92.97484719890889,191,238,49,60,39,2280.7606527232892,293.56343504973523,90.18621784701118,24959.99576857395,4946,2286.1188795599114
Male,46-51,PhD,Other,Other,Business,Travel,98,131.75026259395491,187,255,46,51,24,2216.2282438071497,465.2118532490507,24.505638925374296,22001.828196992745,4940,2288.131904611463
Other,51+,PhD,Business,Instagram,Other,Educational,85,95.99222713390606,203,239,54,51,26,646.4411379239066,283.92439040915696,56.075277277943634,28816.171378071904,4859,3327.4501797209414
Female,20-26,PhD,Arts,Facebook,Influencer,Singing,83,106.32465378509139,190,222,42,66,37,1609.3087534405,400.76489953713093,54.330592656665445,61825.86833390941,4938,4990.328834050875
Other,27-33,High School,Social Sciences,Facebook,Other,Art-Drawing,106,137.24761547414394,197,255,51,57,29,1503.4979732613615,228.89336673874968,98.94521101400835,60194.15069647462,5028,925.8963162978343
Male,27-33,Bachelor,Other,Instagram,Other,Art-Drawing,105,81.66455048810602,210,234,51,52,36,2130.086162269963,227.91575684069392,20.450631339912352,21982.005079891915,5026,0.0
Male,34-38,PhD,Business,LinkedIn,Non-Profit,Handmade Craft,96,142.35834990229037,215,245,48,63,23,1482.1064436792778,117.3205997608396,14.099339836597746,48710.13201996902,4931,1472.2143776110902
Male,13-19,PhD,Social Sciences,TikTok,Business,Handmade Craft,106,121.377614773433,239,266,58,77,29,1625.7453584889008,379.44686194799044,61.16720776304204,30350.509508783936,4902,1058.8589234242404
Male,20-26,High School,Social Sciences,Instagram,Personal,Other,104,157.6931660213709,209,268,52,66,30,1175.0394544015371,296.176805306506,22.369214333206333,60274.72356458826,4945,2841.120215051143
Male,34-38,High School,Arts,Facebook,Business,Travel,102,126.24449914940219,190,255,43,68,25,1906.7187059347148,363.95629308544324,63.915534565028985,47293.06432334357,5019,3492.119095228076
Male,20-26,PhD,Arts,Instagram,Other,Other,103,87.91540138561957,202,256,54,65,31,878.041490090641,469.6176888556798,97.24890885195508,34185.83171191219,5034,2815.4341778013495
Male,51+,None,Social Sciences,LinkedIn,Business,Travel,114,171.83983265823707,214,234,48,55,33,1347.3252892143962,215.3331948780721,94.65059953974576,31220.730828393494,4963,1685.9895788596455
Female,13-19,PhD,Science,Instagram,Non-Profit,Handmade Craft,107,90.42171165593527,203,268,54,59,27,972.8873569985409,200.20335903570782,23.1103024643998,39125.84403252628,5001,2732.325242762986
Other,46-51,PhD,Social Sciences,TikTok,Personal,Animation,95,113.18531747598173,218,250,49,47,38,1349.5442545976832,221.28694073910452,17.089634821214894,37252.600900219666,4899,3214.8846241258516
Male,46-51,High School,Other,YouTube,Non-Profit,Singing,102,148.7222678088532,196,271,42,65,35,1225.52211042434,89.65086370771073,56.07392871625457,13460.464783834752,4978,2665.4617925785524
Female,27-33,High School,Social Sciences,LinkedIn,Personal,Other,83,63.60216675949085,196,280,41,59,31,1918.4537347323499,280.67899990515855,58.67772882231501,33117.20086328671,5205,2551.4796621906507
Female,46-51,PhD,Engineering,Facebook,Other,Singing,106,163.1900694034162,223,264,43,55,21,1390.542324409884,388.4199616914426,66.22500713806502,20224.782112638437,5055,1884.9886744754924
Other,46-51,PhD,Engineering,TikTok,Personal,Singing,82,85.47347123021059,203,239,60,53,28,2245.9093666901426,304.9037113780955,74.14909259868084,22054.59246322549,4956,781.6047150584022
Male,51+,PhD,Engineering,Instagram,Personal,Singing,98,106.35001740487283,211,251,48,44,25,1379.5398574336205,142.90864243530092,60.09573106720042,46718.28292978844,4969,3096.5723328808467
Other,<12,High School,Science,Instagram,Personal,Handmade Craft,94,128.66573712593026,183,250,41,60,25,958.6187429734288,264.31153502613313,11.17530037196628,33056.23167229447,4951,3694.465328859301
Male,27-33,PhD,Science,YouTube,Business,Art-Drawing,113,118.74882431743798,231,252,52,60,30,1378.6474921439776,312.51709281518293,79.01579705694478,23182.197680486952,4835,622.3504781068502
Female,34-38,PhD,Social Sciences,Facebook,Business,Handmade Craft,93,143.67528175351362,222,233,59,56,37,1738.4101160894447,396.25110519711575,7.951718452462597,11821.958126097506,4953,2766.003197127631
Female,39-45,MD,Engineering,Facebook,Other,Singing,84,71.97577287086848,202,226,53,52,37,2343.2749987229945,379.6468552962383,1.999268621719208,18359.30756102403,4924,1197.9450141219218
Female,<12,None,Science,Twitter,Personal,Handmade Craft,97,141.8235406131815,201,244,40,53,24,1177.581826225775,265.45196607018954,76.96581966118765,29108.36014268116,4933,2466.5723427571206
Female,34-38,Bachelor,Arts,Facebook,Influencer,Singing,115,144.2172716332059,188,248,43,68,21,2329.3495786154517,265.2752156821444,54.83574244356758,55287.88847005398,5056,600.583400299806
Other,13-19,None,Social Sciences,YouTube,Other,Educational,85,150.8767748773768,206,269,46,52,44,1405.0407779001828,359.4130640914501,69.85914185865234,14263.857378181812,4921,2780.6911214579354
Male,<12,MD,Other,Other,Personal,Travel,104,72.31017684100769,212,237,48,63,30,1277.3977465614994,240.66971088777416,38.274732420759875,34421.46437963061,5082,2427.5250457869247
Male,51+,Bachelor,Business,Twitter,Personal,Art-Drawing,97,75.93194298512933,195,242,52,70,23,1887.8305621833986,385.5364371660055,1.1092493524492486,36106.789506512374,4996,2827.0978973156625
Other,34-38,PhD,Social Sciences,Twitter,Business,Educational,89,109.72873051024465,205,255,58,37,36,2211.6788974024366,234.100423900666,33.10153491310254,48339.58877893453,5018,2647.3972485889344
